Track Name,Artists,Predicted_Preferences,mbti
My Love Song,YeonJeong,0.0039656189555125725,estp
In Your Eyes,LEE RAON,0.003936271573242049,estp
MY CHRISTMAS,HUS,0.0036400821400821397,estp
Over (feat. Minna Seo),"Woshi, Minna Seo",0.0034743589743589745,estp
Alley (with SUNG SI KYUNG),"LeeHi, Sung Si Kyung",0.0034444444444444444,estp
겨울 고백 winter (feat. hanlim),"biskit!, Hanlim",0.0034333333333333334,estp
With You,WINTER,0.003406130268199234,estp
Daymoon [CLEF X DKZ],DKZ,0.003333333333333333,estp
사랑 같은 걸 해요,Hwanho,0.003333333333333333,estp
Together (2023),"Ko Yujin (Flower), MIGYO",0.003215277777777778,estp
Get Some Rest,IT’S,0.002933333333333334,estp
All Out Of Fight,P!nk,0.0027843137254901966,estp
Name Of Love,RECORDBELL,0.002742783882783883,estp
Over the window (feat. Paul Kim),"PARK WON, Paul Kim",0.002666666666666667,estp
Carol,Jo SoJeong,0.002666666666666667,estp
Beautiful Day,GEMINI,0.002284722222222222,estp
You’re Losing Me (From The Vault),Taylor Swift,0.002,estp
Just because it’s yours,Mingginyu,0.0018095238095238095,estp
Goodbye,O.WHEN,0.0016190476190476193,estp
Saying that I miss you in front of you,Bakjiji,0.0013333333333333335,estp
Sunflower I Waltz - Allegretto,"조성우, 신민섭",0.0013333333333333335,estp
파도 Waves,Bokdajin,0.001157142857142857,estp
Night,Jung In,0.0008383838383838384,estp
I Always Think About You,Jin-Won Kwon,0.0006666666666666668,estp
The Little Drummer Boy,"Villagers, Lisa Hannigan",0.0006666666666666668,estp
Ruined,Adrianne Lenker,0.0006666666666666668,estp
In The Head,Kai,0.0006666666666666668,estp
사랑을 사랑하고 싶어 Love was my song,parkjiyoon,0.0006666666666666668,estp
Eternity,deulrejang,0.0006666666666666668,estp
"Take Me Home, Country Roads",Lana Del Rey,0.000641025641025641,estp
Mater Dolorosa,Lucid Fall,0.0,estp
Maestra,조성우,0.0,estp
Silent Night,Zara Larsson,0.3971113865128047,infj
Ruined,Adrianne Lenker,0.307512446530429,infj
In The Head,Kai,0.24624040342033102,infj
My Love Song,YeonJeong,0.23532145911900226,infj
사랑을 사랑하고 싶어 Love was my song,parkjiyoon,0.22819446786848735,infj
Sound of your heart,Seori,0.22506044021612798,infj
Eternity,deulrejang,0.21987389331801097,infj
Just because it’s yours,Mingginyu,0.2196563841135787,infj
"Take Me Home, Country Roads",Lana Del Rey,0.2191737674709991,infj
이제서야,Lim Dohyuk,0.21892282097224167,infj
파도 Waves,Bokdajin,0.21354562257489426,infj
그곳으로,Lee Hyuk,0.20574498542169156,infj
I Always Think About You,Jin-Won Kwon,0.2055259896709562,infj
Astronaut,Griff,0.20315915931555545,infj
Can We Go Back To The Good Old Days,KWON EUNBI,0.20219631106355412,infj
MY CHRISTMAS,HUS,0.1991818602608988,infj
Don't blame yourself,이용신,0.19803391582344743,infj
겨울 고백 winter (feat. hanlim),"biskit!, Hanlim",0.18927601731574034,infj
Someday,"Bong Gu(GilGuBongGu), Sin Ye Young",0.18522956950769917,infj
Carol,Jo SoJeong,0.18241093459934749,infj
After All This Time,Kim Dong Ryul,0.18176081813398098,infj
The Sand Castle,Kim Hye Rim,0.18116149023164982,infj
Into My Playlist Pt. 5 - Dear My Spring,Baek A Yeon,0.18111574871836014,infj
Night,Jung In,0.17962740692895515,infj
"Again, Kim Dong Ryul",Coffeeboy,0.17947937652374552,infj
All Up to You,Yoo Jongkwon,0.17556801913598435,infj
Alley (with SUNG SI KYUNG),"LeeHi, Sung Si Kyung",0.17520796085880674,infj
Middle Aged,good problem,0.17407271802621796,infj
Over the window (feat. Paul Kim),"PARK WON, Paul Kim",0.17296256734909957,infj
Good Bye,YURI,0.16878949754157133,infj
"당겨요, 바로 지금 Draw The Bow Right Now",cacophony,0.1676307650304928,infj
Say You Love Me,Sam Kim,0.16612528407402627,infj
It’s Beginning To Look A Lot Like Christmas,J Rabbit,0.16587645904483417,infj
try not to cry,10cm,0.16505705805577678,infj
Like A Dream,Ha Yea Song,0.16410228885670536,infj
"Last day, first light",heyden,0.1609340530563408,infj
With You,WINTER,0.1583327272296818,infj
Backwards,"Goth Babe, WATTS",0.1580584162646103,infj
Fly Away,Park Eunbin,0.15756036706370433,infj
Meeting (The Moon during the Day) [2023 Remake],FTISLAND,0.1483285600242113,infj
It's okay - Orchestra Version,"RYEOWOOK, SM Classics TOWN Orchestra",0.14812955672411116,infj
Mater Dolorosa,Lucid Fall,0.14709879359770664,infj
The Little Drummer Boy,"Villagers, Lisa Hannigan",0.14704240493918633,infj
I'm glad it's winter,Bubble Sisters,0.14668231099936663,infj
Daymoon [CLEF X DKZ],DKZ,0.1453787279135876,infj
Love Forever - English Version,"Suara Kayu, Arash Buana",0.14466642823902137,infj
Maestra,조성우,0.14316112922823637,infj
Love Love,Sumi Jo,0.14188347474769608,infj
Beautiful Day,GEMINI,0.1416352194512977,infj
Never say,CANDO,0.14107893723033588,infj
if you only knew,Alexander Stewart,0.1408556078814677,infj
장마 Rainy Season,JEONGMILLA,0.13936592036075285,infj
Name Of Love,RECORDBELL,0.13895282406612702,infj
Get Some Rest,IT’S,0.1378128466580939,infj
Together (2023),"Ko Yujin (Flower), MIGYO",0.13742813231647327,infj
Open Your Eyes,Park Eunbin,0.13621727026609803,infj
"Whenever, Wherever",Roy Kim,0.13607350012567346,infj
In Your Eyes,LEE RAON,0.13490642537112355,infj
Only,Choi Yuree,0.13432331365800657,infj
Buried,Heo Hoy Kyung,0.13137320065939026,infj
I will love you only until this winter,DOKO,0.13105787889268047,infj
거짓말인데,Sondia,0.13020085730789385,infj
Wave of Dream,Baek Ji Young,0.12982575208494976,infj
Po.Ong (feat. Kim Min Seok of MeloMance),"Sunwoojunga, Kim Min Seok of MeloMance",0.1290579391197038,infj
Crown,DWLLRS,0.1281620939079366,infj
Once Again,박다혜,0.12624514953334215,infj
Saying that I miss you in front of you,Bakjiji,0.12588523019409642,infj
Over (feat. Minna Seo),"Woshi, Minna Seo",0.1252784790263531,infj
She's Going,SingAgain3 Singer No.49,0.12494389271158055,infj
You're waiting again,Yeoeun,0.12482344828427394,infj
Winter's Glow,KARDI,0.12462693420361429,infj
Whisper,SBGB,0.12441990065357048,infj
Deserve,HOYA,0.1224980470291365,infj
One ring,Solji,0.1216628372183008,infj
"0 (Feat. Soojin Lee, SeongSu Kim)","Add All Ears, 이수진, 김성수",0.11994763774277777,infj
Flow,D-LITE,0.1192644917783197,infj
왜 돌아보오 (2023 Ver.),Lee Chanwon,0.11888316739158952,infj
A Song For You,JOONIL JUNG,0.11867346584588256,infj
I Just Need To Love You More,YOONWON,0.11812645439249869,infj
Stars,Jay Ocean,0.11736303691957264,infj
Even if we disappear,DAWN 던,0.11637723705913391,infj
Come into my dream,WISUE,0.11616319428389862,infj
두 글자만 지워지면 (If two letters are erased),Ha Yea Song,0.11591815930648497,infj
Volume up,Hong Kyung-min,0.11586065607456657,infj
Everything of Us,XIA,0.11563902339719763,infj
A Sick day,V.O.S,0.11477364498255153,infj
100 Reasons,Vincent Blue,0.11460917189564249,infj
It's never been okay,The Daisy,0.11377033808830679,infj
A WINTER BLANKET,87dance,0.11309553441968938,infj
Letter,ALEPH,0.1127667787334777,infj
Little Star,Kim Yeonji,0.11223588574666185,infj
"Apart, so",Anna hisbbuR,0.11211700254223474,infj
내일이 아름답도록,JUNIEL,0.11205559399883905,infj
Whitewood (Feat. ecru),"SOIN, ecru",0.11112007891926841,infj
Your Breath,GB9,0.11055242664013294,infj
Merry Merry Christmas,"Song Eun I, Kim Sook, Lee Jin Ah",0.11032915889155896,infj
Imagine,Byeol Eun,0.10987600275350067,infj
more cry,Dearming,0.10985518522643307,infj
My First Snow,MAKTUB,0.10962720150253216,infj
Something Like That,Solji,0.10949379684666587,infj
Short Hair,DOKYEOM,0.10880461933438039,infj
This night,Bas Bao,0.10813678784867675,infj
Sleep,GEMINI,0.1078528173588276,infj
Draw,TAEMIN,0.10770947366330415,infj
Promise,JUNNY,0.10698437279633048,infj
The Secret Between Us,MeloMance,0.10684017082001988,infj
Twelve Nights of Christmas,Kiri T,0.1064781601529267,infj
Our Christmas,Tasty Shop,0.10621798365391241,infj
Small Consolation,Sunjin,0.10567019415679464,infj
It's okay,RYEOWOOK,0.10555453291900123,infj
HBD To You (Midnight Version),CSR,0.10545704988963904,infj
Winter Love Song,Izykite,0.10545309115609842,infj
Dream,Kim Bum Soo,0.10519567717415627,infj
"work, shit, sleep",jisokuryClub,0.10368040826291684,infj
사랑 같은 걸 해요,Hwanho,0.10365975210804948,infj
Snowy Road,"WONK, 9m88",0.10364769575131057,infj
HBD To You,CSR,0.10300274216934269,infj
Our Night is more beautiful than your Day,NewJeans,0.10145868860799738,infj
I'm afraid love will come again,BO RA (Cherry Bullet),0.10035875264664713,infj
구름 Cloud,Budung,0.09957901756001539,infj
나의 별 My Star,Ban Gwang Ok,0.09840271578084946,infj
bury. (Feat. SOLE),"punchnello, SOLE",0.09803036680070601,infj
Grace,IDLES,0.09753231479437771,infj
erase,ecru,0.09710017101860743,infj
Cyber Ritual,Jasmine Sokko,0.0966589397666239,infj
I’m So Happy For You,MRT,0.09663776511766038,infj
How are you making it look so easy? (Oshie-T),rEDOLENT,0.09641808218064987,infj
Wedding Day - Solo Version,Choyoung,0.09461389651140877,infj
How Have You Been?,lewloh,0.09442717847474683,infj
tree,GIRIBOY,0.09361575670352476,infj
I have to leave so suddenly,Yoo Jiwoo,0.09307981945246033,infj
My Whole World Is You,YUJU,0.09275949903956485,infj
"Everywhere, Everything (with Gracie Abrams)","Noah Kahan, Gracie Abrams",0.09139476801466351,infj
Sunflower I Waltz - Allegretto,"조성우, 신민섭",0.09106600755199176,infj
You're leaving like the season,Sandeul,0.09082670421756896,infj
Say I Love You,INSEONG (SF9),0.09069983989046357,infj
A Doll’s Wish,WAX,0.09028595184950661,infj
Noblesse,HYOLYN,0.09023433777997382,infj
MARY,Jordan Mackampa,0.0901968553097741,infj
풍등 (Choir Ver.),Lee Chanwon,0.09017715582724119,infj
By your side,Na Go Eun,0.08990842652902646,infj
Again,Juho,0.08985655370537454,infj
Countdown to Three like a Habit (with KCM),Lee KyuRa,0.08966450449299804,infj
Happiness (feat. Asake & Gunna),"Sarz, Asake, Gunna",0.08943646926003905,infj
18,Jillian Rossi,0.08939300139553248,infj
Sad Tomorrow,"Lina Cooper, Rian Cult",0.08917101134466422,infj
"I Love You, Please Don't Hate Me",Sam Fischer,0.08914603119859736,infj
Until The End,Park Eunbin,0.08892189327191466,infj
Without Me,BIG MAMA,0.08885539570662665,infj
Dear.,THE BOYZ,0.0886288672976857,infj
Baggy Jeans - KIM MINCHEOL & HAYATE Remix,"NCT U, KIM MINCHEOL & HAYATE",0.08847161664759426,infj
Close To You,Johnny Orlando,0.08831886909448206,infj
love for u (❤️4U),VIDI,0.08776493755532919,infj
Ex-Mas,"JEON SOMI, BIG Naughty",0.08684567947956735,infj
"Good Morning, Good Night",YOON SEO BIN,0.08584697944880826,infj
"You, You, You",2BiC,0.08562140364640554,infj
Grassland,JFLAMINGO,0.08549243971378846,infj
AF!!,P. Cassady,0.08450508429399856,infj
Please,Hwanhee,0.08413528353527702,infj
All Out Of Fight,P!nk,0.08406669288244142,infj
Outro,"oxymosoon, NECTA, earring",0.08294647050739128,infj
Good to Know,Sadie Jean,0.08229159252866933,infj
My Love,Microdot,0.08173735280766765,infj
I Sent My Therapist To Therapy,Alec Benjamin,0.08133592208478141,infj
My ddu ddu,KOREA CRACKER,0.08122076662036444,infj
Mistiness of you (with KURO),"saevom, KURO",0.08108220790200342,infj
my december,yangpa,0.08061720191302897,infj
my december,Yangpa,0.08061720191302897,infj
슬픈 사랑은 그리움으로 삼키다,J-Cera,0.08047730103985137,infj
Winter Again,NUITNUIT,0.07981585724959955,infj
Circle (Feat. Demian Love),"L-like, Demian Love",0.07975283826084978,infj
Paradise,Party Favor,0.07969105570672186,infj
Come Back To Me,Grizzly,0.07872890392099915,infj
Just (feat. CloveR & SIM2),"merrymerryseoul, CloveR, SIM2",0.07774805194805195,infj
Stranger (Feat. 10cm),"HEIZE, 10cm",0.07535776852340988,infj
연정,Yang Ji Eun,0.07523421791387197,infj
Sunday Latte,"Junggigo, Jea",0.07520315955762533,infj
Found you,Yel,0.07503789428024564,infj
POPULATION: TWO,Airliftz,0.07500320580766803,infj
july,Lyn Lapid,0.07483137857654718,infj
Like A Movie,Piano Man,0.07466264732342671,infj
Just Another Day,Punch,0.07446716241587695,infj
Dreamy Ocean,SUNYOUL,0.0740302961572689,infj
100th,Minsu,0.07402808930306069,infj
BEFORE,"PERC%NT, Jang yezi",0.07397134394395584,infj
Stay With Me (Feat. Skinny Brown),"ASH ISLAND, Skinny Brown",0.0739392348442606,infj
25℃,WOO JIN YOUNG,0.07320970280918522,infj
You're Different (Our Secret Diary X Kwon Jin Ah),Kwon Jin Ah,0.07309055824525976,infj
not good enough,Rangga Jones,0.07237652336388146,infj
ALARM,ID:Earth,0.0718728636887878,infj
the scars,Bily Acoustie,0.07164281030276554,infj
Know u (feat. POYD),"Danny, Laymin, DonEmoji, POYD",0.07110949844712974,infj
Good in Goodbye,"Frank Walker, Trivecta",0.07092486288442117,infj
Digression,Junguk,0.070821338255231,infj
크리스마스에 고백,"Lee Woo, KIM HANKYUL, KIM DO HEE, 박제업, Choi Nakta",0.07053140659537736,infj
I'll pick you up,"HYUN SEO, Cha Woo Joo",0.07014931537236285,infj
Seoul Tango,"PATEKO, Jayci yucca, Kid Wine",0.07009715404616249,infj
Changeless,"entoy, JustEddy, ilipp",0.06974969602660541,infj
Tied,COOING,0.06955100181234283,infj
Love Distance,"Ardhito Pramono, KYNYA",0.06923612835776688,infj
Bitter Smile,OVAN,0.06922776690921353,infj
"You’re mine, You!",Shin Youme,0.0686345631745607,infj
grave,Tate McRae,0.0684895367420231,infj
Snowball,BOL4,0.06823297267728641,infj
Eras Of Us,FLETCHER,0.06802312768876559,infj
On your way,Libelante,0.06798366518907485,infj
AMNESIA,WOODZ,0.06761755344046519,infj
Winter Wonderland,As One,0.06729041029941425,infj
Happy Prince,"Elephant Gym, YILE LIN",0.06664290985299355,infj
run for the hills,Tate McRae,0.06660907860303912,infj
FIRST SNOW,XODIAC,0.06639734454823225,infj
Ring Ding Ding,IGWI,0.06628869827884168,infj
Finland (Feat. Sim JaeHyun),"OurR, Sim Jae Hyeon",0.06599487216839718,infj
Pain Killer (Feat. Yescoba),"NO:EL, Yescoba",0.06579448216211425,infj
girl in new york,Nessa Barrett,0.06565137328860778,infj
Ordinary Loneliness,MOVNING,0.06543590997696261,infj
Indulgence,Jinan Laetitia,0.0650476934349698,infj
HBD,HWI YOUNG,0.06478986199418728,infj
MOROS,Ethan Low,0.06478850110454346,infj
King,Thomas Ng,0.06477360708074995,infj
BLOODY (Feat. Microdot),"Kim Boa, Microdot",0.06474792590055747,infj
Hot and Cold (Feat. NO:EL),"Ourealgoat, NO:EL",0.06400884865042236,infj
her,Junggigo,0.06398359341568313,infj
Body 2 Body (feat. PENOMECO),"Babylon, PENOMECO",0.06393658897168983,infj
Potential,FANTASY BOYS,0.0638311392306228,infj
MAGIC,Park kang hyun,0.0634583802679518,infj
PINK CHRISTMAS,Apink,0.06333742042336202,infj
Mistaken,"Libianca, Oxlade, Chlöe",0.06309645864633431,infj
Goodbye,O.WHEN,0.06305035362356892,infj
"Whether it snows white or not, it's a special winter",THE ADE,0.06286813185386442,infj
Lazy Baby (Feat. howelle),"GEM IV, howelle",0.06261670032072189,infj
"WINTERLUDE (feat. FYVE, suji)","Austn, FYVE, Suji",0.06140576616466541,infj
SUMMER NIGHT,JAEHA,0.06112189470698241,infj
"Useless(Feat. THAMA, MEENOI)","HAAN, THAMA, meenoi (미노이)",0.06093288751615138,infj
dreams,ADORA,0.06082905309716922,infj
Nothing Else Feels The Same,LOONY,0.06075982772370109,infj
Over You,HAON,0.06046183078447083,infj
출근하지 뭐,HoneyChurros,0.06015652092880521,infj
Anywhere,GIFT,0.05989736104001055,infj
By My Side (Webtoon 'The Beloved Little Princess' Original Soundtrack),SEOLA,0.05983962675114921,infj
Bubblegum Dog,MGMT,0.05925572472365297,infj
I'm Sorry (ft. Lous and The Yakuza),"Arlo Parks, Lous and The Yakuza",0.05882884892884892,infj
I (Feat. DAWN),Park Bom,0.058455044067247386,infj
PUPPET,Guckkasten,0.058392817948182255,infj
unbalance,1DAY,0.058320839635959854,infj
Dilly Dally,CRAVITY,0.05818850223177979,infj
Into Your Room (with MUNA),"Holly Humberstone, MUNA",0.05773409990021537,infj
Charisma,Jann,0.057646452455639006,infj
Monthly Project 2023 October Yoon Jong Shin - Back Then,Yoon Jong Shin,0.05762826402503789,infj
ICN > YVR,BIG Naughty,0.05750174999369541,infj
I'm okay,Colde,0.057408788535128465,infj
Always In My Heart,"Hyun.O, SoYeon",0.05708131701370629,infj
What's My Name,MAVE:,0.05707649396850234,infj
Wedding Dress (ft. JUSTHIS),"hyeminsong, JUSTHIS",0.05674443984108666,infj
Smile!,Juju B. Goode,0.05622047827802963,infj
Episode,Lee Mujin,0.056095600255427834,infj
Ending,KIM A REUM,0.05575997048827717,infj
DIE 4 YOU,DEAN,0.05548862203741609,infj
Shooting Star,24K+,0.054701134594555646,infj
Hedgehog,MC Sniper,0.054696346845190556,infj
Must Have Love,ATBO,0.05453591894657034,infj
Merry PLLIstmas,PLAVE,0.05393251310356608,infj
Feels,"Nissy, Saweetie",0.05336834141990027,infj
Alien,Greg,0.053321823892646295,infj
기적은 없어도,Seo In Guk,0.05329562969062668,infj
"후회해 (feat. Wonstein, Snacky Chan)","Wavycake, Wonstein, Snacky Chan",0.05320792557496288,infj
Lowkey,BM,0.05317004848723115,infj
보통의 고백 Ordinary Love Letter,Krr,0.05314141977093637,infj
Twinkle Little Star,SHIN JIMIN,0.053039923805797154,infj
All I Want Is You (Kor Ver.),drewboi,0.052749326599326594,infj
WINTER WITHOUT YOU,XG,0.05252021400681299,infj
What Is Love (feat. J.O.Y & Ashley Alisha),"Dept, Ashley Alisha, J.O.Y",0.05245207482836585,infj
Beautiful Winter,Hwang Chi Yeul,0.05240762064446275,infj
Decalcomanie (Veiled Musician X Solar (MAMAMOO) with Jangwi-dong),Solar,0.05174379965522381,infj
Mirror (Feat. Jeebanoff),"Summer Soul, jeebanoff",0.05167346925563597,infj
Lucky Rocky,ROCKY,0.05078846153846154,infj
Head Spinners,PARKJIWOO,0.05025939313603016,infj
NUM,WOO,0.04968825422390502,infj
I will love you,amin,0.04965278374140223,infj
Lie (Feat. youra),"Project MU:FIRM, youra",0.04936404159448336,infj
If Tomorrow Starts Without Me,Bill Ryder-Jones,0.04861557223602091,infj
"Goodnight Goodnight (ft. Nochang, Nucksal, Khundi Panda)","hyeminsong, 그냥노창, 넉살, Khundi Panda",0.04860867408941712,infj
Amnesia,VIXX,0.04829213959346189,infj
Christmas Love,A.C.E,0.04769525774347106,infj
Unwind,Shi Shi,0.04755240889985494,infj
Dilemma,Green Day,0.047416259057704815,infj
ODD-VENTURE,MCND,0.047257005398458264,infj
Dance Alone,Preston Pablo,0.046326538345770954,infj
Tears on the Dance Floor,Icona Pop,0.046264065929124853,infj
Eat Sleep Live Repeat,"LEE SUNG KYOUNG, LEE CHANHYUK",0.04604894321736427,infj
Evidence (Feat. JUSTHIS),"kitsyojii, JUSTHIS",0.045051453087308166,infj
leavemealone,"Fred again.., Baby Keem",0.04499285196210182,infj
LET ME BE!,gencry,0.04490583184092977,infj
You're like saponin,YUDABINBAND,0.044856169858327674,infj
전화하지 마 Don't call me,Jettoyz,0.044090718160194664,infj
Looking for you,KyoungSeo,0.04378792881795887,infj
Love Me Even If I Die,YLN Foreign,0.04360654237072624,infj
the soul savior ~ I don't need a superman,Billlie,0.043571076699124724,infj
THE WAY YOU MOVE,GAC (Gamaliél Audrey Cantika),0.043281237281237284,infj
RE8EL,KANGDANIEL,0.043144074314156344,infj
Marine Turtle - Korean Version,NCT U,0.042991362993857904,infj
HELLO!,신의진,0.04265946070416375,infj
SNOWFLAKES (feat. HEENA),"YLN Foreign, HEENA",0.042452791135906096,infj
Ready for the World,VCHA,0.04228787915772816,infj
Only One,BANG YEDAM,0.04176872685902705,infj
MERRY GO ROUND,Clinton Kane,0.04170885488773642,infj
The General,Guns N' Roses,0.041434322201222944,infj
Baby Baby,Nam Woo-hyun,0.041117883788985135,infj
Sun Flower(2023),LAS,0.04105759477667747,infj
Stop Giving Me Advice (with Jack Harlow & Dave),"Lyrical Lemonade, Jack Harlow, Dave",0.0405479508809913,infj
I Fall In Love,DK,0.04045207902498212,infj
Winter Song,Sunnie,0.03943776125292057,infj
REASONS,Loopy,0.03923492494579823,infj
깜빡이 좀 켜고 들어와,"Kim Yang, 미쓰정",0.03914609069514118,infj
Good Bye,SORAN,0.039018600632146766,infj
WDYM? (Feat. NavyQuokka),"maji, 네이비쿼카(NavyQuokka)",0.038274627687127694,infj
Paris,Kenya Grace,0.038205352921310366,infj
Into The Groove,Khắc Hưng,0.03797171717171717,infj
To. X,TAEYEON,0.03747637246506483,infj
):阿修羅:(,King Gnu,0.037197262597410664,infj
Ex-TRA,SAAY,0.037193982870947925,infj
Imagining (feat. Amaarae),"Rina Sawayama, Amaarae",0.03649627642554048,infj
Not An Angel,Tems,0.03628301644700799,infj
42,"Diplo, Maren Morris",0.03590329673276983,infj
Needle (feat. Drake),"Nicki Minaj, Drake",0.03583932854614376,infj
What are we (Feat. PARK JIWON of fromis_9),"BAEKHO, PARK JI WON (fromis_9)",0.03576280101280101,infj
I WRITE SONGS ABOUT YOU,Braden Bales,0.03556239316239316,infj
Really,Gwangil Jo,0.03537346676266555,infj
Cinema,Galdive,0.03533333333333334,infj
Star Plaza,Chaboom,0.035080327541644675,infj
Five Six Three Four,Jflow,0.03507388322442247,infj
Truth or Dare,Tyla,0.03486457020930705,infj
White Glove,Dove Cameron,0.034526475313755044,infj
Rainy (with REI AMI),"Dillon Francis, REI AMI",0.033684479489318034,infj
Outside (feat. Blaqbonez),"Fireboy DML, Blaqbonez",0.03362110446012885,infj
BEEP BEEP,Jessica,0.03352116402116402,infj
V (Peace) (feat. AKMU),"Zion.T, AKMU",0.03331147821730318,infj
Spirit,The Killers,0.03330062904572575,infj
Dive in,CHANZE,0.033205880180436284,infj
MY HOUSE,Beyoncé,0.03310812173487011,infj
GAWI,Kim Ximya,0.03305698956438087,infj
Sleepwalk,natori,0.03222145801197525,infj
Your Love (feat. Sik-K),"Moon Sujin, Sik-K",0.03168146056841709,infj
Find the way,TIOT,0.031503872053872055,infj
Fire,"Giryeon, Sleepy",0.03147757662895344,infj
A Beautiful Farewell,CHUU,0.0314283553364814,infj
Nothing But You (Korean Ver.),Lee Junho,0.031240169568220916,infj
Nothing But You (Korean Ver.),LEE JUNHO,0.031240169568220916,infj
Mood (feat. BOBBY),"Babylon, BOBBY",0.03109844406409429,infj
Back to my Bluegene,Seyan Kim,0.031052840225659427,infj
Perfect Night (Holiday Remix),LE SSERAFIM,0.031012447101394273,infj
Water Underground,Real Estate,0.031012002210686423,infj
Catalyst.,"Weird Genius, Pepita",0.03059849070196887,infj
NIGHT DANCER - Yaffle Holiday Remix - Spotify Singles,"imase, Yaffle",0.030530726680726678,infj
Biscuit,CHANMINA,0.030316412375768577,infj
Intro session : Humanoid operational,cotoba,0.029546703351786503,infj
Don't Say (feat. Kid Milli),"Moon Sujin, Kid Milli",0.02953421709474341,infj
HOW,kenessi,0.028854862036026035,infj
RollerCoaster,SAAY,0.02871501469564957,infj
You Don't Know Me,The London Suede,0.02837332182747896,infj
Wait,DINO,0.02829194779194779,infj
Release Me,"Mark Knight, Armand Van Helden",0.028116387943838923,infj
헤브어굿데이!,JUTO,0.027819407274670433,infj
Monica Bellucci,CRUCiAL STAR,0.027800860557222452,infj
Whatever Comes My Way,Felly,0.027762619140306765,infj
Playground,LUN8wave,0.027130319304320537,infj
Falling in love,"WOO JIN YOUNG, Kim hyun soo",0.02689581311953306,infj
Chains (feat. Daya),"Devault, Daya",0.026798737698737696,infj
B.I.Z.Z.Y,Bizzy,0.02668944077424808,infj
GAME (Feat. Verbal Jint),"NARSHA, Verbal Jint",0.02633444173727213,infj
Double of Nothing,Norazo,0.026118884193097085,infj
Airplane Tickets,"Pharrell Williams, Swae Lee, Rauw Alejandro",0.025991929824561406,infj
Papa Noel,TRI.BE,0.02537110241356817,infj
Hoopee (Feat. Loco) (Prod. GRAY),"Jambino, Loco",0.025271895416162253,infj
BETTER OFF (Feat. gamma) (Prod. EDDY),"unofficialboyy, gamma",0.02519604407131467,infj
Ticket,MEENOI,0.02512820320320321,infj
Birthday,CLAUDIA,0.024958177756426343,infj
2MANYTIMES,"SIRUP, CODY JON, Taka Perry",0.024631719705888504,infj
A Cup of Latte (Feat. LEE JUNHYUK of MIRAE),"HYOJUNG, YUBIN (OH MY GIRL), LEE JUNHYUK",0.024520108526279127,infj
Christmas Dance,ROCKY,0.024494949494949497,infj
Losing You - Spotify Singles,"Gabry Ponte, bshp, Joe Cleere",0.024457082334294968,infj
Boogie Man,LUCY,0.02378973807700851,infj
Already Over (Part 2),Mike Shinoda,0.02300473439929317,infj
Standing Next to You (Usher Remix),"Jung Kook, USHER",0.022665156685845893,infj
Get A Guitar - Chromeo Remix,"RIIZE, Chromeo",0.02236112346434927,infj
You’re Losing Me (From The Vault),Taylor Swift,0.02195547752900694,infj
Lover/Friend,"KAYTRANADA, Rochelle Jordan",0.02157442074537004,infj
Joka (Feat. Mommy Son),"Mad Clown, Mommy Son",0.020763071895424836,infj
BATTER UP,BABYMONSTER,0.020506734006734008,infj
OOTD,Dreamcatcher,0.019598802175334683,infj
Crush!,xooos,0.019304301280075275,infj
미쳐버리겠다 (MAD),BE'O,0.017565626785039784,infj
I YA E YA (MBTI),Seen Hyun Hee,0.017344244272421615,infj
Everyday,Kim Addict,0.01721190476190476,infj
Discord (TAK Remix),QWER,0.0167390251483205,infj
"ROSETTA (Feat. lobonabeat!, Owen, BIG Naughty) - Remix","pH-1, lobonabeat!, Owen, BIG Naughty",0.016204807586243535,infj
WATCH IT,THE BOYZ,0.015911150110000685,infj
Ticket To You,UNIVERSE TICKET,0.015591776313117775,infj
Talk Money (Prod. Wiz World),"Swings, Nochang",0.015249586488296163,infj
5PACE (feat. VINXEN),"Yescoba, VINXEN",0.014466714456391878,infj
3D (Justin Timberlake Remix),"Jung Kook, Justin Timberlake",0.013241044061302682,infj
Jingle Bell Rock,aespa,0.012678066378066377,infj
Happy B!tch (Feat. Lee Young Ji),"Jambino, Lee Young Ji",0.012567932067932067,infj
LIT,STAYC,0.012511808561808562,infj
Soñar (Breaker),NMIXX,0.011684444444444445,infj
You Make Me Feel,J.M3,0.011682113821138212,infj
WE CONNECT (feat. ONCHA),"YUNB, ONCHA",0.01124186158828223,infj
Crazy Form,ATEEZ,0.010805264461786201,infj
Ganadara,"lobonabeat!, BILL STAX, oygli",0.007879653545170787,infj
Fly Away,Park Eunbin,0.26075643000745824,infp
try not to cry,10cm,0.25621155600446255,infp
The Little Drummer Boy,"Villagers, Lisa Hannigan",0.24701776392934427,infp
Buried,Heo Hoy Kyung,0.24688767650255458,infp
Everything of Us,XIA,0.244888682701153,infp
In Your Eyes,LEE RAON,0.24315384768849052,infp
Get Some Rest,IT’S,0.23925091606109636,infp
Only,Choi Yuree,0.23445487777619886,infp
Beautiful Day,GEMINI,0.23252446069672777,infp
It's okay - Orchestra Version,"RYEOWOOK, SM Classics TOWN Orchestra",0.2251184688583825,infp
more cry,Dearming,0.21695713408771594,infp
이제서야,Lim Dohyuk,0.20273982800800688,infp
You're waiting again,Yeoeun,0.19946479589605284,infp
