Track Name,Artists,Predicted_Preferences,mbti
Ring Ding Ding,IGWI,0.0527876076511299,entj
Into My Playlist Pt. 5 - Dear My Spring,Baek A Yeon,0.052347369122305185,entj
Release Me,"Mark Knight, Armand Van Helden",0.05206452209342236,entj
AMNESIA,WOODZ,0.05120028048184022,entj
Snowy Road,"WONK, 9m88",0.051144468187621514,entj
출근하지 뭐,HoneyChurros,0.05112661509957746,entj
One ring,Solji,0.051102785567234875,entj
Perfect Night (Holiday Remix),LE SSERAFIM,0.05094472134421537,entj
Lie (Feat. youra),"Project MU:FIRM, youra",0.0509355633905853,entj
Stay With Me (Feat. Skinny Brown),"ASH ISLAND, Skinny Brown",0.05092516187516187,entj
The Secret Between Us,MeloMance,0.05091140883375052,entj
My ddu ddu,KOREA CRACKER,0.05083695338242172,entj
Again,Juho,0.05078380334029227,entj
깜빡이 좀 켜고 들어와,"Kim Yang, 미쓰정",0.05071967657528496,entj
In Your Eyes,LEE RAON,0.0506986457986458,entj
Twelve Nights of Christmas,Kiri T,0.0505562962962963,entj
Come Back To Me,Grizzly,0.050049809429700734,entj
With You,WINTER,0.04986666666666667,entj
Hedgehog,MC Sniper,0.04975292842577368,entj
"You’re mine, You!",Shin Youme,0.04924646464646465,entj
두 글자만 지워지면 (If two letters are erased),Ha Yea Song,0.04911315031244856,entj
Pain Killer (Feat. Yescoba),"NO:EL, Yescoba",0.04886771253974577,entj
You're leaving like the season,Sandeul,0.048859919668346644,entj
"You, You, You",2BiC,0.04880508150801734,entj
It's never been okay,The Daisy,0.048800225654428785,entj
PUPPET,Guckkasten,0.04871881244927054,entj
Your Breath,GB9,0.04859046004774905,entj
Deserve,HOYA,0.04849199585927498,entj
Beautiful Winter,Hwang Chi Yeul,0.04832335904835905,entj
Stranger (Feat. 10cm),"HEIZE, 10cm",0.04818774723333548,entj
Winter Again,NUITNUIT,0.047659824960012406,entj
FIRST SNOW,XODIAC,0.04764181520554635,entj
Stars,Jay Ocean,0.04764004884004884,entj
Intro session : Humanoid operational,cotoba,0.04738521072150718,entj
나의 별 My Star,Ban Gwang Ok,0.047384497724793806,entj
Beautiful Day,GEMINI,0.047261100147129566,entj
Finland (Feat. Sim JaeHyun),"OurR, Sim Jae Hyeon",0.046950208855472006,entj
Only,Choi Yuree,0.046628888888888886,entj
Monthly Project 2023 October Yoon Jong Shin - Back Then,Yoon Jong Shin,0.046557954807588245,entj
OOTD,Dreamcatcher,0.046536550666662214,entj
Find the way,TIOT,0.04653533931446976,entj
미쳐버리겠다 (MAD),BE'O,0.04613583240718361,entj
I have to leave so suddenly,Yoo Jiwoo,0.046105612721035735,entj
Ex-TRA,SAAY,0.04588525301858635,entj
18,Jillian Rossi,0.04554161542620447,entj
Bitter Smile,OVAN,0.04548192103164743,entj
The Little Drummer Boy,"Villagers, Lisa Hannigan",0.04533333333333334,entj
Winter's Glow,KARDI,0.04523857623857624,entj
Someday,"Bong Gu(GilGuBongGu), Sin Ye Young",0.04520070971312205,entj
Crazy Form,ATEEZ,0.04483042112110709,entj
BATTER UP,BABYMONSTER,0.0447317150917151,entj
You're Different (Our Secret Diary X Kwon Jin Ah),Kwon Jin Ah,0.044538492063492065,entj
By your side,Na Go Eun,0.04445316697250874,entj
Wedding Day - Solo Version,Choyoung,0.043959401667828635,entj
내일이 아름답도록,JUNIEL,0.0439342416742893,entj
I will love you only until this winter,DOKO,0.0439337375675749,entj
"Useless(Feat. THAMA, MEENOI)","HAAN, THAMA, meenoi (미노이)",0.04379838581897405,entj
I Just Need To Love You More,YOONWON,0.04377589141936968,entj
연정,Yang Ji Eun,0.04371631876895035,entj
dreams,ADORA,0.04367352034938242,entj
Don't Say (feat. Kid Milli),"Moon Sujin, Kid Milli",0.04329820910297101,entj
SUMMER NIGHT,JAEHA,0.04314543936837538,entj
Amnesia,VIXX,0.042764386022918655,entj
Saying that I miss you in front of you,Bakjiji,0.04268319337780106,entj
HBD To You (Midnight Version),CSR,0.04237049941927991,entj
The Sand Castle,Kim Hye Rim,0.04172965527279816,entj
Even if we disappear,DAWN 던,0.04140016275991404,entj
In The Head,Kai,0.041393650793650795,entj
Ordinary Loneliness,MOVNING,0.04115750181554103,entj
Draw,TAEMIN,0.041065370912179426,entj
Short Hair,DOKYEOM,0.04074728346930012,entj
Ruined,Adrianne Lenker,0.04066666666666667,entj
Snowball,BOL4,0.04050905895180089,entj
Sun Flower(2023),LAS,0.0403669160142768,entj
Lucky Rocky,ROCKY,0.0402411414412486,entj
DIE 4 YOU,DEAN,0.039925553157487186,entj
Evidence (Feat. JUSTHIS),"kitsyojii, JUSTHIS",0.03970233527219784,entj
HBD To You,CSR,0.03968249610955493,entj
Always In My Heart,"Hyun.O, SoYeon",0.03961435785959759,entj
Little Star,Kim Yeonji,0.03929199342787841,entj
Mistiness of you (with KURO),"saevom, KURO",0.039143121693121695,entj
Just because it’s yours,Mingginyu,0.03877314283110017,entj
I'm Sorry (ft. Lous and The Yakuza),"Arlo Parks, Lous and The Yakuza",0.03877084192610508,entj
A Sick day,V.O.S,0.03836785289453062,entj
Once Again,박다혜,0.03835115810465618,entj
Cyber Ritual,Jasmine Sokko,0.03832565543111316,entj
Only One,BANG YEDAM,0.03807956917103297,entj
"당겨요, 바로 지금 Draw The Bow Right Now",cacophony,0.03797942612942613,entj
Flow,D-LITE,0.037551499348109516,entj
Good to Know,Sadie Jean,0.03728892430617535,entj
사랑 같은 걸 해요,Hwanho,0.03651179009462363,entj
Dilly Dally,CRAVITY,0.0365036057198413,entj
Buried,Heo Hoy Kyung,0.03623950139623601,entj
Like A Dream,Ha Yea Song,0.0359890559732665,entj
슬픈 사랑은 그리움으로 삼키다,J-Cera,0.03578811405769708,entj
"Whenever, Wherever",Roy Kim,0.03569639397639397,entj
100 Reasons,Vincent Blue,0.035386666666666663,entj
Merry Merry Christmas,"Song Eun I, Kim Sook, Lee Jin Ah",0.03522332951171474,entj
Backwards,"Goth Babe, WATTS",0.03497421903998023,entj
Carol,Jo SoJeong,0.03495044221479004,entj
Together (2023),"Ko Yujin (Flower), MIGYO",0.034772486772486774,entj
풍등 (Choir Ver.),Lee Chanwon,0.03420986072806993,entj
How Have You Been?,lewloh,0.0330924171539961,entj
Our Night is more beautiful than your Day,NewJeans,0.032935588280949106,entj
거짓말인데,Sondia,0.03286239316239316,entj
Come into my dream,WISUE,0.032856121188752765,entj
Daymoon [CLEF X DKZ],DKZ,0.03270873444294496,entj
By My Side (Webtoon 'The Beloved Little Princess' Original Soundtrack),SEOLA,0.03232735340069306,entj
Name Of Love,RECORDBELL,0.03221176470588235,entj
이제서야,Lim Dohyuk,0.0320301247771836,entj
Say You Love Me,Sam Kim,0.03198708942129995,entj
Over (feat. Minna Seo),"Woshi, Minna Seo",0.03194334191313091,entj
I'm glad it's winter,Bubble Sisters,0.031802026085979,entj
Open Your Eyes,Park Eunbin,0.03152860398237757,entj
Crown,DWLLRS,0.03123103868319903,entj
"Everywhere, Everything (with Gracie Abrams)","Noah Kahan, Gracie Abrams",0.031115760663858662,entj
A Song For You,JOONIL JUNG,0.030805076370170707,entj
My Whole World Is You,YUJU,0.030464635898270597,entj
Digression,Junguk,0.030032618245269843,entj
Say I Love You,INSEONG (SF9),0.0299089458529087,entj
Fly Away,Park Eunbin,0.028117544677544674,entj
Can We Go Back To The Good Old Days,KWON EUNBI,0.02674904354904355,entj
A Doll’s Wish,WAX,0.02646854937762379,entj
This night,Bas Bao,0.026411569428960734,entj
그곳으로,Lee Hyuk,0.025841491841491843,entj
She's Going,SingAgain3 Singer No.49,0.025611095809561286,entj
Goodbye,O.WHEN,0.025403235653235656,entj
All Up to You,Yoo Jongkwon,0.024680814837336577,entj
Whitewood (Feat. ecru),"SOIN, ecru",0.02454298506504389,entj
Ex-Mas,"JEON SOMI, BIG Naughty",0.024263272973638828,entj
All Out Of Fight,P!nk,0.02400957641392424,entj
My Love Song,YeonJeong,0.022735665357088014,entj
if you only knew,Alexander Stewart,0.020024788512082472,entj
"Last day, first light",heyden,0.019,entj
You’re Losing Me (From The Vault),Taylor Swift,0.006666666666666666,entj
You Don't Know Me,The London Suede,0.22625833257738676,entp
B.I.Z.Z.Y,Bizzy,0.16912198719118257,entp
OOTD,Dreamcatcher,0.16473259480872565,entp
Back to my Bluegene,Seyan Kim,0.1539827064899279,entp
Release Me,"Mark Knight, Armand Van Helden",0.14734624867635684,entp
Baggy Jeans - KIM MINCHEOL & HAYATE Remix,"NCT U, KIM MINCHEOL & HAYATE",0.12750578687779884,entp
Talk Money (Prod. Wiz World),"Swings, Nochang",0.125572975702493,entp
Crush!,xooos,0.12380002894334854,entp
Spirit,The Killers,0.12278404976593946,entp
Five Six Three Four,Jflow,0.12235622384339422,entp
Christmas Love,A.C.E,0.12202048341437585,entp
You Make Me Feel,J.M3,0.12045155658048441,entp
Papa Noel,TRI.BE,0.11872858664445078,entp
Already Over (Part 2),Mike Shinoda,0.11863773132368327,entp
Dilemma,Green Day,0.117721537632265,entp
42,"Diplo, Maren Morris",0.11642901081778227,entp
Into Your Room (with MUNA),"Holly Humberstone, MUNA",0.11389686249770514,entp
Dilly Dally,CRAVITY,0.11046357477858422,entp
Jingle Bell Rock,aespa,0.1099528601017109,entp
Bubblegum Dog,MGMT,0.10934601160588867,entp
LET ME BE!,gencry,0.1085324017867623,entp
Shooting Star,24K+,0.10831210946472566,entp
Ticket To You,UNIVERSE TICKET,0.10715995469302242,entp
the soul savior ~ I don't need a superman,Billlie,0.10586799276740377,entp
HELLO!,신의진,0.10554214454858332,entp
Tied,COOING,0.1020993576529006,entp
Ex-Mas,"JEON SOMI, BIG Naughty",0.10135089526510296,entp
깜빡이 좀 켜고 들어와,"Kim Yang, 미쓰정",0.09967762808141303,entp
All I Want Is You (Kor Ver.),drewboi,0.09958357006102105,entp
):阿修羅:(,King Gnu,0.09931305180513687,entp
Catalyst.,"Weird Genius, Pepita",0.0991941303715131,entp
Evidence (Feat. JUSTHIS),"kitsyojii, JUSTHIS",0.09823103255779383,entp
Intro session : Humanoid operational,cotoba,0.09820360758799802,entp
Standing Next to You (Usher Remix),"Jung Kook, USHER",0.09807735832804768,entp
2MANYTIMES,"SIRUP, CODY JON, Taka Perry",0.09721869496181543,entp
Without Me,BIG MAMA,0.09714609005297384,entp
GAME (Feat. Verbal Jint),"NARSHA, Verbal Jint",0.09633570239766301,entp
Really,Gwangil Jo,0.0958405810819841,entp
MAGIC,Park kang hyun,0.09526914442053588,entp
Smile!,Juju B. Goode,0.09497934326944357,entp
Fire,"Giryeon, Sleepy",0.0947814100669486,entp
MOROS,Ethan Low,0.09449487966118522,entp
Mirror (Feat. Jeebanoff),"Summer Soul, jeebanoff",0.09438109523979946,entp
5PACE (feat. VINXEN),"Yescoba, VINXEN",0.09419919862080808,entp
Star Plaza,Chaboom,0.09394012807024657,entp
Imagining (feat. Amaarae),"Rina Sawayama, Amaarae",0.0934496447893172,entp
Christmas Dance,ROCKY,0.09330749033273858,entp
Chains (feat. Daya),"Devault, Daya",0.09315200730834719,entp
RollerCoaster,SAAY,0.09226342505055908,entp
Perfect Night (Holiday Remix),LE SSERAFIM,0.09133998389046069,entp
Not An Angel,Tems,0.09127870612373676,entp
Happy B!tch (Feat. Lee Young Ji),"Jambino, Lee Young Ji",0.0910211067711542,entp
Birthday,CLAUDIA,0.09067834318974485,entp
미쳐버리겠다 (MAD),BE'O,0.09042844018791715,entp
Head Spinners,PARKJIWOO,0.09022879227239966,entp
보통의 고백 Ordinary Love Letter,Krr,0.08941828109580204,entp
I Sent My Therapist To Therapy,Alec Benjamin,0.08905326781174935,entp
AMNESIA,WOODZ,0.0879151492396513,entp
I YA E YA (MBTI),Seen Hyun Hee,0.08759416250461069,entp
Feels,"Nissy, Saweetie",0.08740433417396828,entp
Lover/Friend,"KAYTRANADA, Rochelle Jordan",0.08679671693371349,entp
BETTER OFF (Feat. gamma) (Prod. EDDY),"unofficialboyy, gamma",0.0856602009241331,entp
Must Have Love,ATBO,0.08538458997417835,entp
MY HOUSE,Beyoncé,0.08519537348992137,entp
Changeless,"entoy, JustEddy, ilipp",0.08474398043077373,entp
Get A Guitar - Chromeo Remix,"RIIZE, Chromeo",0.08461405937703108,entp
Good in Goodbye,"Frank Walker, Trivecta",0.08454617444047832,entp
Decalcomanie (Veiled Musician X Solar (MAMAMOO) with Jangwi-dong),Solar,0.08383709782357984,entp
The General,Guns N' Roses,0.08374161000214068,entp
Double of Nothing,Norazo,0.08323014738942909,entp
Mistaken,"Libianca, Oxlade, Chlöe",0.08310628145591767,entp
Unwind,Shi Shi,0.08128908562496542,entp
Into The Groove,Khắc Hưng,0.07990709239078207,entp
Soñar (Breaker),NMIXX,0.07969459154549408,entp
Lucky Rocky,ROCKY,0.07950292412334585,entp
I WRITE SONGS ABOUT YOU,Braden Bales,0.07889049371680952,entp
THE WAY YOU MOVE,GAC (Gamaliél Audrey Cantika),0.0787238599293643,entp
Anywhere,GIFT,0.07854253822790834,entp
Boogie Man,LUCY,0.07842296817833179,entp
Rainy (with REI AMI),"Dillon Francis, REI AMI",0.0783119501089196,entp
A Beautiful Farewell,CHUU,0.07828768740344247,entp
Ready for the World,VCHA,0.07827358690599363,entp
WDYM? (Feat. NavyQuokka),"maji, 네이비쿼카(NavyQuokka)",0.07806126791325554,entp
Stars,Jay Ocean,0.07776610013903616,entp
my december,Yangpa,0.0777578099450166,entp
my december,yangpa,0.0777578099450166,entp
tree,GIRIBOY,0.0774229284183986,entp
Stay With Me (Feat. Skinny Brown),"ASH ISLAND, Skinny Brown",0.07729422672843725,entp
Ending,KIM A REUM,0.07727641473409697,entp
Truth or Dare,Tyla,0.07668469744174525,entp
"ROSETTA (Feat. lobonabeat!, Owen, BIG Naughty) - Remix","pH-1, lobonabeat!, Owen, BIG Naughty",0.07665020846613159,entp
Mood (feat. BOBBY),"Babylon, BOBBY",0.07662196276926275,entp
Dive in,CHANZE,0.07636120138847152,entp
NIGHT DANCER - Yaffle Holiday Remix - Spotify Singles,"imase, Yaffle",0.07633784347807304,entp
What's My Name,MAVE:,0.07584354647404552,entp
REASONS,Loopy,0.0752389107224541,entp
Twinkle Little Star,SHIN JIMIN,0.07487240991502289,entp
기적은 없어도,Seo In Guk,0.07480397722397453,entp
Charisma,Jann,0.07435733447819606,entp
Outside (feat. Blaqbonez),"Fireboy DML, Blaqbonez",0.07427520145418207,entp
Paris,Kenya Grace,0.07416689133880376,entp
My Whole World Is You,YUJU,0.0739377807206133,entp
ODD-VENTURE,MCND,0.07385414382547847,entp
Merry PLLIstmas,PLAVE,0.07318945622820554,entp
RE8EL,KANGDANIEL,0.0729237534003573,entp
Happy Prince,"Elephant Gym, YILE LIN",0.07237811065511308,entp
BLOODY (Feat. Microdot),"Kim Boa, Microdot",0.07224913058364797,entp
grave,Tate McRae,0.07216489533179563,entp
Ticket,MEENOI,0.07198871303805235,entp
Dance Alone,Preston Pablo,0.07186807077304638,entp
Close To You,Johnny Orlando,0.071629156163158,entp
Monthly Project 2023 October Yoon Jong Shin - Back Then,Yoon Jong Shin,0.07144755462971168,entp
Always In My Heart,"Hyun.O, SoYeon",0.0707834699941263,entp
You're like saponin,YUDABINBAND,0.07067938066996039,entp
LIT,STAYC,0.0696225755030704,entp
Noblesse,HYOLYN,0.06760267682977583,entp
Joka (Feat. Mommy Son),"Mad Clown, Mommy Son",0.06749405494002156,entp
"Goodnight Goodnight (ft. Nochang, Nucksal, Khundi Panda)","hyeminsong, 그냥노창, 넉살, Khundi Panda",0.06730805938882281,entp
Monica Bellucci,CRUCiAL STAR,0.06703235369682103,entp
Crown,DWLLRS,0.06700275881039039,entp
erase,ecru,0.06607781413500682,entp
Outro,"oxymosoon, NECTA, earring",0.06605219983640606,entp
Amnesia,VIXX,0.06604379286004895,entp
PUPPET,Guckkasten,0.0658068866205462,entp
Baby Baby,Nam Woo-hyun,0.06572034914042273,entp
leavemealone,"Fred again.., Baby Keem",0.06562913265883713,entp
"WINTERLUDE (feat. FYVE, suji)","Austn, FYVE, Suji",0.06420839507859433,entp
AF!!,P. Cassady,0.06419031128597052,entp
Stop Giving Me Advice (with Jack Harlow & Dave),"Lyrical Lemonade, Jack Harlow, Dave",0.06400023866592494,entp
Biscuit,CHANMINA,0.06274227619903058,entp
"work, shit, sleep",jisokuryClub,0.06261545513273488,entp
Potential,FANTASY BOYS,0.0626081018782507,entp
Alien,Greg,0.062393999983665606,entp
25℃,WOO JIN YOUNG,0.06208716501755681,entp
Tears on the Dance Floor,Icona Pop,0.062011059973165236,entp
HBD,HWI YOUNG,0.061717566732589525,entp
Good Bye,SORAN,0.06164894693636895,entp
Hot and Cold (Feat. NO:EL),"Ourealgoat, NO:EL",0.061563257155461605,entp
Lie (Feat. youra),"Project MU:FIRM, youra",0.0614403442444863,entp
Wedding Dress (ft. JUSTHIS),"hyeminsong, JUSTHIS",0.061373846207744796,entp
Nothing But You (Korean Ver.),LEE JUNHO,0.06129947568139703,entp
Nothing But You (Korean Ver.),Lee Junho,0.06129947568139703,entp
"후회해 (feat. Wonstein, Snacky Chan)","Wavycake, Wonstein, Snacky Chan",0.06120935778823714,entp
Sleepwalk,natori,0.06113846121672208,entp
FIRST SNOW,XODIAC,0.06112496760986732,entp
WINTER WITHOUT YOU,XG,0.060812789833940784,entp
Sun Flower(2023),LAS,0.06079150420167576,entp
Lowkey,BM,0.060585646202569766,entp
Ring Ding Ding,IGWI,0.05992261553453528,entp
A Cup of Latte (Feat. LEE JUNHYUK of MIRAE),"HYOJUNG, YUBIN (OH MY GIRL), LEE JUNHYUK",0.059826318126318126,entp
love for u (❤️4U),VIDI,0.05942710171987899,entp
Ganadara,"lobonabeat!, BILL STAX, oygli",0.05872551148893949,entp
"Useless(Feat. THAMA, MEENOI)","HAAN, THAMA, meenoi (미노이)",0.05830555532529217,entp
SNOWFLAKES (feat. HEENA),"YLN Foreign, HEENA",0.05825550339634252,entp
You're leaving like the season,Sandeul,0.05801112774296733,entp
Find the way,TIOT,0.057936232656232656,entp
헤브어굿데이!,JUTO,0.05763508686245529,entp
Promise,JUNNY,0.057156499781090185,entp
I have to leave so suddenly,Yoo Jiwoo,0.05713800303547996,entp
Falling in love,"WOO JIN YOUNG, Kim hyun soo",0.05616363953962476,entp
Found you,Yel,0.05593521158493044,entp
Body 2 Body (feat. PENOMECO),"Babylon, PENOMECO",0.055914388246414794,entp
What Is Love (feat. J.O.Y & Ashley Alisha),"Dept, Ashley Alisha, J.O.Y",0.05557411209771369,entp
Pain Killer (Feat. Yescoba),"NO:EL, Yescoba",0.05550924856412591,entp
How are you making it look so easy? (Oshie-T),rEDOLENT,0.05525699522637216,entp
Eras Of Us,FLETCHER,0.054769890855735734,entp
Airplane Tickets,"Pharrell Williams, Swae Lee, Rauw Alejandro",0.05455824320851268,entp
Say I Love You,INSEONG (SF9),0.054043290681722055,entp
Meeting (The Moon during the Day) [2023 Remake],FTISLAND,0.05385908086857445,entp
july,Lyn Lapid,0.05314704665290347,entp
HOW,kenessi,0.05308334328215124,entp
Wait,DINO,0.053052933862662036,entp
Love Me Even If I Die,YLN Foreign,0.05264806859256723,entp
Water Underground,Real Estate,0.05261492657327897,entp
Ex-TRA,SAAY,0.052595244120708526,entp
Just Another Day,Punch,0.05233537137813453,entp
NUM,WOO,0.05192422764088801,entp
Beautiful Winter,Hwang Chi Yeul,0.051088271026268464,entp
V (Peace) (feat. AKMU),"Zion.T, AKMU",0.05098624680260354,entp
My First Snow,MAKTUB,0.050980085966043406,entp
the scars,Bily Acoustie,0.050967663507648565,entp
Losing You - Spotify Singles,"Gabry Ponte, bshp, Joe Cleere",0.0503007340622314,entp
I'm Sorry (ft. Lous and The Yakuza),"Arlo Parks, Lous and The Yakuza",0.050128881987577645,entp
I (Feat. DAWN),Park Bom,0.049985942911682006,entp
Discord (TAK Remix),QWER,0.049843894685156334,entp
Circle (Feat. Demian Love),"L-like, Demian Love",0.04948652560138943,entp
Grace,IDLES,0.0494484495602696,entp
Everyday,Kim Addict,0.048548980540157015,entp
White Glove,Dove Cameron,0.04850356816978735,entp
ICN > YVR,BIG Naughty,0.04840765668428547,entp
BEEP BEEP,Jessica,0.048256207600885476,entp
girl in new york,Nessa Barrett,0.04824036142525504,entp
I’m So Happy For You,MRT,0.04821120965755112,entp
Once Again,박다혜,0.04819381667860425,entp
On your way,Libelante,0.0478514165063833,entp
WE CONNECT (feat. ONCHA),"YUNB, ONCHA",0.047796632996633,entp
Indulgence,Jinan Laetitia,0.04779137693389769,entp
Please,Hwanhee,0.047752493020959644,entp
Paradise,Party Favor,0.047036752408811236,entp
By your side,Na Go Eun,0.04678936442461788,entp
사랑 같은 걸 해요,Hwanho,0.046496190514024996,entp
Hedgehog,MC Sniper,0.046402761689449526,entp
Looking for you,KyoungSeo,0.045712240721524515,entp
풍등 (Choir Ver.),Lee Chanwon,0.04571171673943951,entp
Nothing Else Feels The Same,LOONY,0.045677061261570055,entp
Maestra,조성우,0.04551934200653716,entp
One ring,Solji,0.04390989250069812,entp
Dreamy Ocean,SUNYOUL,0.04346047764349836,entp
Your Love (feat. Sik-K),"Moon Sujin, Sik-K",0.04345154801905551,entp
Whatever Comes My Way,Felly,0.04281024404445457,entp
MERRY GO ROUND,Clinton Kane,0.042642833311382,entp
Cyber Ritual,Jasmine Sokko,0.04207217711794712,entp
Love Distance,"Ardhito Pramono, KYNYA",0.042043325127128266,entp
HBD To You (Midnight Version),CSR,0.04186273753489415,entp
WATCH IT,THE BOYZ,0.04153948374559609,entp
Winter Song,Sunnie,0.04142118582267272,entp
Middle Aged,good problem,0.041196223809819,entp
Countdown to Three like a Habit (with KCM),Lee KyuRa,0.0408870280275853,entp
Don't Say (feat. Kid Milli),"Moon Sujin, Kid Milli",0.04036364425826303,entp
Short Hair,DOKYEOM,0.040317953386569405,entp
3D (Justin Timberlake Remix),"Jung Kook, Justin Timberlake",0.040232254688647676,entp
Happiness (feat. Asake & Gunna),"Sarz, Asake, Gunna",0.040000174669410096,entp
Finland (Feat. Sim JaeHyun),"OurR, Sim Jae Hyeon",0.03995793282420085,entp
Playground,LUN8wave,0.03956923480490608,entp
Snowball,BOL4,0.03917558960662458,entp
I will love you,amin,0.03909066192174916,entp
Only One,BANG YEDAM,0.03878510129198968,entp
PINK CHRISTMAS,Apink,0.03862487471000057,entp
Bitter Smile,OVAN,0.038383264031705305,entp
Deserve,HOYA,0.03809274806790995,entp
Just (feat. CloveR & SIM2),"merrymerryseoul, CloveR, SIM2",0.037905196986621134,entp
연정,Yang Ji Eun,0.03779955005243963,entp
Winter Wonderland,As One,0.037650499612496516,entp
run for the hills,Tate McRae,0.037558742796405156,entp
Winter Again,NUITNUIT,0.03738534140631221,entp
If Tomorrow Starts Without Me,Bill Ryder-Jones,0.03722757047284451,entp
"0 (Feat. Soojin Lee, SeongSu Kim)","Add All Ears, 이수진, 김성수",0.03722405488062164,entp
Needle (feat. Drake),"Nicki Minaj, Drake",0.03720992021604634,entp
I Always Think About You,Jin-Won Kwon,0.03717047954633358,entp
My Love,Microdot,0.036713372826004405,entp
dreams,ADORA,0.03664462113443271,entp
내일이 아름답도록,JUNIEL,0.036609158113251064,entp
전화하지 마 Don't call me,Jettoyz,0.035927993509231655,entp
Digression,Junguk,0.03565995498060715,entp
bury. (Feat. SOLE),"punchnello, SOLE",0.03538998778998779,entp
MARY,Jordan Mackampa,0.03503812799466617,entp
BEFORE,"PERC%NT, Jang yezi",0.03476341798325995,entp
슬픈 사랑은 그리움으로 삼키다,J-Cera,0.03460707171816628,entp
Until The End,Park Eunbin,0.034560914374029125,entp
Marine Turtle - Korean Version,NCT U,0.03438523172665962,entp
Lazy Baby (Feat. howelle),"GEM IV, howelle",0.03434624031899394,entp
Hoopee (Feat. Loco) (Prod. GRAY),"Jambino, Loco",0.03427118127444214,entp
Stranger (Feat. 10cm),"HEIZE, 10cm",0.034261864061864065,entp
Whisper,SBGB,0.034195003286984195,entp
How Have You Been?,lewloh,0.03407776507634093,entp
Again,Juho,0.03358792665321532,entp
Night,Jung In,0.0335587732528909,entp
18,Jillian Rossi,0.033545892301430805,entp
try not to cry,10cm,0.032221926221926225,entp
BATTER UP,BABYMONSTER,0.032188989378989376,entp
Sunflower I Waltz - Allegretto,"조성우, 신민섭",0.032,entp
Sad Tomorrow,"Lina Cooper, Rian Cult",0.03174691451770971,entp
"Whenever, Wherever",Roy Kim,0.03172993858112404,entp
Good Bye,YURI,0.03156883729294634,entp
Come into my dream,WISUE,0.03128297683495473,entp
사랑을 사랑하고 싶어 Love was my song,parkjiyoon,0.03086671545764753,entp
Someday,"Bong Gu(GilGuBongGu), Sin Ye Young",0.030852224678818863,entp
Cinema,Galdive,0.030798862996735336,entp
나의 별 My Star,Ban Gwang Ok,0.030476483831663216,entp
My Love Song,YeonJeong,0.030467090434889006,entp
"Whether it snows white or not, it's a special winter",THE ADE,0.030339749864958375,entp
"You, You, You",2BiC,0.03033746041610192,entp
What are we (Feat. PARK JIWON of fromis_9),"BAEKHO, PARK JI WON (fromis_9)",0.030286997475880435,entp
겨울 고백 winter (feat. hanlim),"biskit!, Hanlim",0.03007386406126914,entp
Love Love,Sumi Jo,0.029719047619047617,entp
Something Like That,Solji,0.029526759022636295,entp
구름 Cloud,Budung,0.029463573894717966,entp
출근하지 뭐,HoneyChurros,0.029450367372831143,entp
A WINTER BLANKET,87dance,0.029215612126573736,entp
크리스마스에 고백,"Lee Woo, KIM HANKYUL, KIM DO HEE, 박제업, Choi Nakta",0.02903793886364341,entp
ALARM,ID:Earth,0.028775071828216637,entp
Seoul Tango,"PATEKO, Jayci yucca, Kid Wine",0.02874984821910166,entp
"Again, Kim Dong Ryul",Coffeeboy,0.028655945300867635,entp
Crazy Form,ATEEZ,0.028643817196448772,entp
unbalance,1DAY,0.02821892065151349,entp
It's never been okay,The Daisy,0.028158953667785425,entp
"You’re mine, You!",Shin Youme,0.027594646261743037,entp
Mistiness of you (with KURO),"saevom, KURO",0.027574990994983145,entp
Like A Movie,Piano Man,0.02701644358134377,entp
I Fall In Love,DK,0.026928004036914283,entp
Eat Sleep Live Repeat,"LEE SUNG KYOUNG, LEE CHANHYUK",0.026667657078748137,entp
It's okay - Orchestra Version,"RYEOWOOK, SM Classics TOWN Orchestra",0.02555978835978836,entp
Episode,Lee Mujin,0.025524907508976135,entp
Backwards,"Goth Babe, WATTS",0.025358883535644056,entp
Imagine,Byeol Eun,0.025133138095683773,entp
왜 돌아보오 (2023 Ver.),Lee Chanwon,0.02495823490235255,entp
Don't blame yourself,이용신,0.024846014428522516,entp
King,Thomas Ng,0.024671012718563045,entp
두 글자만 지워지면 (If two letters are erased),Ha Yea Song,0.024551092388419026,entp
Say You Love Me,Sam Kim,0.02411162171162171,entp
Whitewood (Feat. ecru),"SOIN, ecru",0.0237427189135927,entp
The Secret Between Us,MeloMance,0.023298231858512566,entp
I'll pick you up,"HYUN SEO, Cha Woo Joo",0.02294922079767836,entp
Never say,CANDO,0.022914622511459946,entp
Twelve Nights of Christmas,Kiri T,0.022439745624745627,entp
GAWI,Kim Ximya,0.022305019452604172,entp
You're waiting again,Yeoeun,0.022185554714908063,entp
Our Night is more beautiful than your Day,NewJeans,0.021881121544767772,entp
HBD To You,CSR,0.021718803418803417,entp
Just because it’s yours,Mingginyu,0.021615728715728717,entp
Our Christmas,Tasty Shop,0.02147207532207532,entp
Astronaut,Griff,0.021099370351347752,entp
SUMMER NIGHT,JAEHA,0.0210141467585912,entp
A Sick day,V.O.S,0.02084486170808613,entp
Your Breath,GB9,0.020666901104826798,entp
Come Back To Me,Grizzly,0.020555763137828354,entp
Draw,TAEMIN,0.020517940438791637,entp
100th,Minsu,0.020410093828762167,entp
Dream,Kim Bum Soo,0.020369773414885373,entp
