Playlist Name,Track Name,Artists,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature
ENFP,같은 시간 같은 자리 Walk you home,NCT DREAM,0.799,0.761,11,-4.897,0,0.0453,0.309,0.0,0.115,0.625,97.997,175240,4
ENFP,Candy,NCT DREAM,0.65,0.964,1,-1.329,1,0.0348,0.0538,0.0,0.245,0.836,120.008,217067,4
ENFP,ISTJ,NCT DREAM,0.64,0.955,4,-1.565,0,0.0586,0.0159,0.0,0.322,0.358,121.99,185280,4
ENFP,Starry Night,NCT DREAM,0.674,0.768,0,-3.973,0,0.0429,0.458,0.0,0.183,0.729,153.009,190120,4
ENFP,Hello Future,NCT DREAM,0.545,0.803,1,-2.283,1,0.0526,0.0261,0.0,0.114,0.5,170.006,220920,4
ENFP,Broken Melodies,NCT DREAM,0.587,0.821,1,-2.983,1,0.0462,0.188,0.0,0.178,0.392,150.064,226160,4
ENFP,ISTJ,NCT DREAM,0.64,0.955,4,-1.565,0,0.0586,0.0159,0.0,0.322,0.358,121.99,185280,4
ENFP,Like We Just Met,NCT DREAM,0.666,0.509,2,-5.619,1,0.0378,0.16,0.0,0.171,0.446,106.987,209627,4
ENFP,마지막 첫사랑 My First and Last,NCT DREAM,0.799,0.899,2,-3.945,1,0.131,0.018,0.0,0.0801,0.589,108.051,201980,4
ENFP,Teddy Bear,NCT DREAM,0.731,0.594,10,-5.688,0,0.0315,0.71,1.18e-06,0.111,0.484,106.001,242040,4
ENFP,ISTJ,NCT DREAM,0.64,0.955,4,-1.565,0,0.0586,0.0159,0.0,0.322,0.358,121.99,185280,4
ENFP,Broken Melodies,NCT DREAM,0.587,0.821,1,-2.983,1,0.0462,0.188,0.0,0.178,0.392,150.064,226160,4
ENFP,Rainbow,NCT DREAM,0.555,0.705,10,-4.314,1,0.0482,0.529,0.0,0.105,0.409,133.005,231773,4
ENFP,Where You Are,"RYEOWOOK, ONEW, DOYOUNG, CHENLE, XIAOJUN",0.465,0.413,5,-5.407,1,0.0296,0.861,0.0,0.116,0.384,169.702,266440,3
ENFP,Yogurt Shake,NCT DREAM,0.794,0.806,11,-2.946,1,0.0506,0.274,0.0,0.196,0.573,130.075,197600,4
ENFP // the campaigner,Super Freak,Rick James,0.838,0.794,9,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446,205467,4
ENFP // the campaigner,Supalonely,"BENEE, Gus Dapperton",0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4
ENFP // the campaigner,Never Ever Getting Rid of Me,"Christopher Fitzgerald, Kimiko Glenn, Waitress Original Broadway Cast Ensemble",0.622,0.542,7,-6.215,0,0.051,0.387,0.0,0.114,0.939,174.494,136200,4
ENFP // the campaigner,Let's Groove,"Earth, Wind & Fire",0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,4
